,pl_name,hostname,default_flag,sy_pnum,discoverymethod,disc_year,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_bmasse,pl_bmassprov,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_pubdate,releasedate
2257,HD 45184 b,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,5.8854,0.0003,-0.0003,,12.19,Msini,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G1.5 V,5869,,1.03,0.04,[Fe/H],4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h24m43.68s,96.1820205,-28d46m50.30s,-28.7806402,21.9532,6.383,0.005,-0.005,4.871,0.02,-0.02,6.21037,0.0005004,-0.0005004,2019-02,2/7/2019
2258,HD 45184 c,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,13.1354,0.0026,-0.0025,,8.81,Msini,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G1.5 V,5869,,1.03,0.04,[Fe/H],4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h24m43.68s,96.1820205,-28d46m50.30s,-28.7806402,21.9532,6.383,0.005,-0.005,4.871,0.02,-0.02,6.21037,0.0005004,-0.0005004,2019-02,2/7/2019
2260,HD 45350 b,HD 45350,1,1,Radial Velocity,2004,W. M. Keck Observatory,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....134.1276W/abstract target=ref> Wittenmyer et al. 2007 </a>,963.6,3.4,-3.4,,568.89,Msini,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5566,1.26,0.98,0.23,[M/H],4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m45.65s,97.1902262,+38d57m45.83s,38.9627315,46.8733,7.89,0.03,-0.03,6.224,0.017,-0.017,7.7,0.00032,-0.00032,2007-09,9/18/2014
2264,HD 45364 b,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,<a refstr=CORREIA_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..521C/abstract target=ref> Correia et al. 2009 </a>,226.93,0.37,-0.37,,59.4953,Msini,,<a refstr=CORREIA_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..521C/abstract target=ref> Correia et al. 2009 </a>,K0 V,5434,,0.82,-0.17,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029,2009-03,5/14/2014
2265,HD 45364 c,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,<a refstr=CORREIA_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..521C/abstract target=ref> Correia et al. 2009 </a>,342.85,0.28,-0.28,,209.0915,Msini,,<a refstr=CORREIA_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..521C/abstract target=ref> Correia et al. 2009 </a>,K0 V,5434,,0.82,-0.17,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029,2009-03,5/14/2014
2268,HD 45652 b,HD 45652,1,1,Radial Velocity,2008,Haute-Provence Observatory,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,44.073,0.0048,-0.0048,,137.62039,Msini,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G8/K0,5294,0.94,0.92,0.26,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h29m13.41s,97.3058709,+10d56m01.04s,10.9336212,34.8541,8.1,0.03,-0.03,6.263,0.023,-0.023,7.9118,0.000364,-0.000364,2018-11,9/27/2018
2271,HD 46375 b,HD 46375,1,1,Radial Velocity,2000,W. M. Keck Observatory,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,3.023573,6.50E-05,-6.50E-05,,71.8,Msini,,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5285,,0.92,0.24,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m12.74s,98.3030763,+05d27m45.03s,5.4625071,29.5529,7.91,0.03,-0.03,6,0.023,-0.023,7.69533,0.000284,-0.000284,2006-07,7/23/2014
2272,HD 47186 b,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.0845,0.0002,-0.0002,,22.2481,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5657,1.08,0.96,0.24,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m08.81s,99.0367212,-27d37m24.34s,-27.6234285,37.4574,7.63,0.03,-0.03,6.005,0.027,-0.027,7.44897,0.000192,-0.000192,2017-03,9/6/2018
2274,HD 47186 c,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,1353.6,57.1,-57.1,,111.42,Msini,,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m08.81s,99.0367212,-27d37m24.34s,-27.6234285,37.4574,7.63,0.03,-0.03,6.005,0.027,-0.027,7.44897,0.000192,-0.000192,2009-03,3/26/2015
2275,HD 4732 b,HD 4732,1,2,Radial Velocity,2012,Multiple Observatories,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,360.2,1.4,-1.4,,753.23,Msini,,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,K0 IV,4959,5.4,1.74,0.01,[Fe/H],3.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h49m14.04s,12.3085089,-24d08m12.87s,-24.1369079,54.7841,5.9,0.03,-0.03,3.691,0.036,-0.036,5.6509,0.0010995,-0.0010995,2013-01,5/14/2014
2276,HD 4732 c,HD 4732,1,2,Radial Velocity,2012,Multiple Observatories,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,2732,81,-81,,753.23,Msini,,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,K0 IV,4959,5.4,1.74,0.01,[Fe/H],3.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h49m14.04s,12.3085089,-24d08m12.87s,-24.1369079,54.7841,5.9,0.03,-0.03,3.691,0.036,-0.036,5.6509,0.0010995,-0.0010995,2013-01,5/14/2014
2277,HD 47366 b,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,<a refstr=MARSHALL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157....1M/abstract target=ref>Marshall et al. 2019</a>,359.15,2.03,-2.34,,731.009,Msini,,<a refstr=MARSHALL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157....1M/abstract target=ref>Marshall et al. 2019</a>,,4914,6.2,2.19,-0.07,[Fe/H],3.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m40.80s,99.4200181,-12d59m08.37s,-12.9856593,84.3552,6.11151,0.023,-0.023,4.055,0.29,-0.29,5.83869,0.001059,-0.001059,2019-01,9/26/2019
2280,HD 47366 c,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,<a refstr=MARSHALL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157....1M/abstract target=ref>Marshall et al. 2019</a>,682.85,4.98,-4.9,,597.5204,Msini,,<a refstr=MARSHALL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157....1M/abstract target=ref>Marshall et al. 2019</a>,,4914,6.2,2.19,-0.07,[Fe/H],3.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m40.80s,99.4200181,-12d59m08.37s,-12.9856593,84.3552,6.11151,0.023,-0.023,4.055,0.29,-0.29,5.83869,0.001059,-0.001059,2019-01,9/26/2019
2285,HD 48265 b,HD 48265,1,1,Radial Velocity,2008,Las Campanas Observatory,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,778.51,5.38,-5.18,,484.69075,Msini,,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5733,1.9,1.31,0.3,[Fe/H],3.97,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m01.77s,100.0073683,-48d32m30.58s,-48.5418284,90.5446,8.05,0.03,-0.03,6.449,0.02,-0.02,7.87925,0.000303,-0.000303,2018-08,6/27/2019
2288,HD 49674 b,HD 49674,1,1,Radial Velocity,2002,W. M. Keck Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.94737,0.00098,-0.00098,,31.783,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5602,1.02,1.03,0.32,[Fe/H],4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h51m30.56s,102.8773483,+40d52m02.02s,40.8672284,43.0399,8.1,0.03,-0.03,6.432,0.016,-0.016,7.91841,0.000423,-0.000423,2017-03,9/6/2018
2293,HD 50499 b,HD 50499,1,2,Radial Velocity,2005,W. M. Keck Observatory,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,2447.1,21.92,-21.72,,519.96988,Msini,,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,6102,1.35,1.25,0.26,[Fe/H],4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h52m01.94s,103.008075,-33d54m54.96s,-33.915267,46.2845,7.21,0.03,-0.03,5.836,0.016,-0.016,7.0564,0.000241,-0.000241,2018-08,6/27/2019
2299,HD 50499 c,HD 50499,1,2,Radial Velocity,2019,La Silla Observatory,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,8619.9,2622.495,-405.4275,,931.2419,Msini,,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,G1 V,6099,1.42,1.31,0.38,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h52m01.94s,103.008075,-33d54m54.96s,-33.915267,46.2845,7.21,0.03,-0.03,5.836,0.016,-0.016,7.0564,0.000241,-0.000241,2019-05,4/11/2019
2302,HD 50554 b,HD 50554,1,1,Radial Velocity,2002,Lick Observatory,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,1293,37,-37,,1574.464,Msini,,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,,5987,1.02,1.04,-0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m42.79s,103.678273,+24d14m42.51s,24.2451409,31.1664,6.8561,0.023,-0.023,5.467,0.018,-0.018,6.69786,0.000459,-0.000459,2014-11,11/19/2014
2305,HD 51608 b,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,14.0726,0.0016,-0.0016,,12.77,Msini,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G7 V,5358,,0.8,-0.07,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m51.29s,103.7137102,-55d15m36.07s,-55.2600189,35.0553,8.17,0.03,-0.03,6.328,0.018,-0.018,7.96058,0.000279,-0.000279,2019-02,2/7/2019
2306,HD 51608 c,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,95.9446,0.1555,-0.1366,,14.31,Msini,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G7 V,5358,,0.8,-0.07,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m51.29s,103.7137102,-55d15m36.07s,-55.2600189,35.0553,8.17,0.03,-0.03,6.328,0.018,-0.018,7.96058,0.000279,-0.000279,2019-02,2/7/2019
2307,HD 52265 b,HD 52265,1,1,Radial Velocity,2000,W. M. Keck Observatory,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,119.27,0.02,-0.02,,384.5743,Msini,,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,6136,,1.2,,,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h00m17.91s,105.0746449,-05d22m00.53s,-5.3668142,29.9803,6.29351,0.023,-0.023,4.953,0.017,-0.017,6.15257,0.0006094,-0.0006094,2019-04,3/14/2019
2313,HD 5278 b,HD 5278,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,14.339156,4.90E-05,-4.70E-05,2.45,7.8,Mass,943,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,F V,6203,1.19,1.13,-0.12,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.5846,7.94,0.03,-0.03,6.605,0.027,-0.027,7.80375,0.00027,-0.00027,2021-04,4/23/2021
2315,HD 5278 c,HD 5278,1,2,Radial Velocity,2021,Paranal Observatory,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,40.87,0.18,-0.17,,18.4,Msini,,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,F V,6203,1.19,1.13,-0.12,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.5846,7.94,0.03,-0.03,6.605,0.027,-0.027,7.80375,0.00027,-0.00027,2021-04,4/23/2021
2324,HD 55696 b,HD 55696,1,1,Radial Velocity,2018,W. M. Keck Observatory,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1827,10,-10,,1230.0021,Msini,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G0 V,6012,1.52,1.29,0.37,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h12m14.93s,108.0622029,-38d10m28.70s,-38.174639,77.9693,7.95,0.03,-0.03,6.591,0.02,-0.02,7.81135,0.000321,-0.000321,2018-11,9/27/2018
2327,HD 5608 b,HD 5608,1,1,Radial Velocity,2012,Okayama Astrophysical Observatory,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,779.9,4.9,-4.9,,534.27223,Msini,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4877,5.14,1.53,,,3.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m14.26s,14.5594349,+33d57m02.08s,33.9505774,58.1105,6.00272,0.023,-0.023,3.826,0.372,-0.372,5.72695,0.0016237,-0.0016237,2019-04,12/6/2018
2329,HD 564 b,HD 564,1,1,Radial Velocity,2014,La Silla Observatory,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,492.3,2.3,-2.3,,104.88,Msini,,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G2/G3 V,5902,1.01,0.96,-0.2,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m52.67s,2.4694459,-50d16m04.44s,-50.2678998,51.1659,8.32,0.03,-0.03,6.893,0.021,-0.021,8.17077,0.000284,-0.000284,2015-04,1/8/2015
2332,HD 59686 A b,HD 59686 A,1,1,Radial Velocity,2016,Lick Observatory,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,299.36,0.26,-0.31,,2199.3836,Msini,,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,K2 III,4658,13.2,1.9,0.15,[Fe/H],2.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m48.45s,112.9518629,+17d05m08.59s,17.0857195,89.2721,5.44299,0.023,-0.023,2.922,0.3,-0.3,5.13228,0.0035591,-0.0035591,2016-10,8/12/2016
2335,HD 60532 b,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,201.9,0.3,-0.3,,336.8998,Msini,,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,,6245,2.57,1.5,-0.26,[Fe/H],3.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h34m03.14s,113.5130656,-22d17m45.12s,-22.2958661,25.9716,4.44,0.03,-0.03,3.355,0.286,-0.286,4.30793,0.003988,-0.003988,2017-03,9/8/2016
2336,HD 60532 c,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,600.1,2.4,-2.4,,797.7533,Msini,,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,,6245,2.57,1.5,-0.26,[Fe/H],3.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h34m03.14s,113.5130656,-22d17m45.12s,-22.2958661,25.9716,4.44,0.03,-0.03,3.355,0.286,-0.286,4.30793,0.003988,-0.003988,2017-03,9/8/2016
2342,HD 63433 b,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,7.10793,0.0004,-0.00034,2.15,,,,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,,5640,0.91,0.99,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035,6.92035,0.023,-0.023,5.258,0.016,-0.016,6.71831,0.000529,-0.000529,2020-04,9/24/2020
2344,HD 63433 c,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,20.5453,0.0012,-0.0013,2.67,,,,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,,5640,0.91,0.99,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035,6.92035,0.023,-0.023,5.258,0.016,-0.016,6.71831,0.000529,-0.000529,2020-04,9/24/2020
2348,HD 63454 b,HD 63454,1,1,Radial Velocity,2005,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.81805,7.10E-05,-7.10E-05,,79.4575,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4812,0.77,0.42,0.1,[Fe/H],4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h39m21.75s,114.8406393,-78d16m44.93s,-78.2791464,37.6894,9.37,0.03,-0.03,6.998,0.027,-0.027,9.05402,0.000441,-0.000441,2017-03,9/6/2018
2349,HD 63765 b,HD 63765,1,1,Radial Velocity,2009,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,358,1,-1,,168.4499,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5449,0.83,0.65,-0.16,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h47m49.98s,116.9582617,-54d15m55.24s,-54.265345,32.5376,8.1,0.03,-0.03,6.316,0.021,-0.021,7.90983,0.00029,-0.00029,2017-03,9/6/2018
